Fecha;Año;País;Distribuidor;Marca;Operador;Cantidad;Venta parcial 1;Venta parcial 2;Venta parcial 3;Venta promedio;Precio;Total;Columna1;Columna2;;País;Distribuidor;Marca;Operador;Cantidad;Venta parcial 1;Venta parcial 2;Venta parcial 3;Venta promedio;Precio;;;;Total;País;Distribuidor;Marca;Operador
27/3/2025;2025;Jamaica;Plaza Vea;Samsung;Movistar;176;23;93;60;59; $ 15,00 ; $ 2.640,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
23/12/2024;2024;México;Plaza Vea;Samsung;Claro;183;21;71;91;61; $ 15,00 ; $ 2.745,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
20/1/2025;2025;Bolivia;Plaza Vea;LG;Claro;145;50;88;7;48; $ 15,00 ; $ 2.175,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
19/4/2025;2025;Argentina;Plaza Vea;LG;Claro;91;38;31;22;30; $ 15,00 ; $ 1.365,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
17/11/2024;2024;España;Plaza Vea;LG;Movistar;132;32;49;51;44; $ 15,00 ; $ 1.980,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
19/6/2024;2024;Perú;Plaza Vea;Apple;Claro;102;70;16;16;34; $ 15,00 ; $ 1.530,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
12/2/2025;2025;Irlanda;Plaza Vea;Motorola;Tuenti;59;27;31;1;20; $ 15,00 ; $ 885,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
10/9/2024;2024;Irlanda;Ripley;Apple;Entel;101;17;10;74;34; $ 15,00 ; $ 1.515,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
10/4/2025;2025;Chile;Ripley;LG;Movistar;178;59;33;86;59; $ 15,00 ; $ 2.670,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
2/3/2025;2025;Estados Unidos;Ripley;Samsung;Movistar;109;24;1;84;36; $ 15,00 ; $ 1.635,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
26/6/2024;2024;Chile;Ripley;Apple;Tuenti;97;25;19;53;32; $ 15,00 ; $ 1.455,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
14/5/2025;2025;Dinamarca;Ripley;Samsung;Movistar;93;14;42;37;31; $ 15,00 ; $ 1.395,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
22/7/2024;2024;El Salvador;Ripley;Apple;Tuenti;109;51;46;12;36; $ 15,00 ; $ 1.635,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
20/12/2024;2024;Inglaterra;Ripley;Nokia;Bitel;164;7;69;88;55; $ 15,00 ; $ 2.460,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
5/8/2024;2024;Colombia;Ripley;Nokia;Movistar;85;33;44;8;28; $ 15,00 ; $ 1.275,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
29/6/2024;2024;Inglaterra;Ripley;Samsung;Bitel;131;63;36;32;44; $ 15,00 ; $ 1.965,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
24/11/2024;2024;Argentina;Ripley;Nokia;Entel;231;79;95;57;77; $ 15,00 ; $ 3.465,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
13/5/2025;2025;Canadá;Ripley;LG;Claro;176;54;56;66;59; $ 15,00 ; $ 2.640,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
31/7/2024;2024;Venezuela;Ripley;Apple;Claro;133;62;20;51;44; $ 15,00 ; $ 1.995,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
27/5/2025;2025;Dinamarca;Ripley;Apple;Tuenti;187;90;68;29;62; $ 15,00 ; $ 2.805,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
7/7/2024;2024;Alemania;Ripley;LG;Entel;170;66;84;20;57; $ 15,00 ; $ 2.550,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
24/3/2025;2025;Suiza;Ripley;LG;Bitel;50;14;30;6;17; $ 15,00 ; $ 750,00 ; ?;|||;;;;;;;;;;;;;;;;;;;
8/7/2024;2024;Argentina;Ripley;Apple;Bitel;162;84;18;60;54; $ 15,00 ; $ 2.430,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
7/4/2025;2025;Bolivia;Ripley;Nokia;Tuenti;60;18;6;36;20; $ 15,00 ; $ 900,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
4/8/2024;2024;Suiza;Ripley;Apple;Tuenti;38;10;18;10;13; $ 15,00 ; $ 570,00 ; ?;||;;;;;;;;;;;;;;;;;;;
22/3/2025;2025;España;Ripley;Nokia;Tuenti;97;34;22;41;32; $ 15,00 ; $ 1.455,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
24/3/2025;2025;El Salvador;Ripley;Huawei;Tuenti;113;94;11;8;38; $ 15,00 ; $ 1.695,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
5/12/2024;2024;Bolivia;Ripley;LG;Tuenti;142;54;52;36;47; $ 15,00 ; $ 2.130,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
7/11/2024;2024;Argentina;Ripley;Nokia;Bitel;202;55;74;73;67; $ 15,00 ; $ 3.030,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
20/11/2024;2024;México;Ripley;LG;Claro;158;64;9;85;53; $ 15,00 ; $ 2.370,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
25/5/2025;2025;Dinamarca;Ripley;Nokia;Entel;99;28;14;57;33; $ 15,00 ; $ 1.485,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
24/8/2024;2024;Canadá;Ripley;Apple;Bitel;161;86;36;39;54; $ 15,00 ; $ 2.415,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
30/7/2024;2024;Estados Unidos;Ripley;Nokia;Entel;154;43;45;66;51; $ 15,00 ; $ 2.310,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
24/9/2024;2024;Dinamarca;Ripley;LG;Movistar;184;51;52;81;61; $ 15,00 ; $ 2.760,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
15/1/2025;2025;México;Ripley;Motorola;Movistar;139;25;61;53;46; $ 15,00 ; $ 2.085,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
10/3/2025;2025;Cuba;Ripley;Samsung;Movistar;206;92;55;59;69; $ 15,00 ; $ 3.090,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
29/12/2024;2024;México;Ripley;Samsung;Movistar;50;17;27;6;17; $ 15,00 ; $ 750,00 ; ?;|||;;;;;;;;;;;;;;;;;;;
20/12/2024;2024;Irlanda;Ripley;Huawei;Movistar;115;5;28;82;38; $ 15,00 ; $ 1.725,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
2/9/2024;2024;El Salvador;Ripley;Samsung;Movistar;210;92;31;87;70; $ 15,00 ; $ 3.150,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
17/9/2024;2024;Francia;Ripley;Samsung;Movistar;204;41;88;75;68; $ 15,00 ; $ 3.060,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
10/8/2024;2024;Jamaica;Ripley;Samsung;Movistar;64;12;39;13;21; $ 15,00 ; $ 960,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
18/10/2024;2024;Chile;Ripley;Nokia;Bitel;130;77;10;43;43; $ 15,00 ; $ 1.950,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
2/4/2025;2025;Guatemala;Ripley;Apple;Movistar;148;78;56;14;49; $ 15,00 ; $ 2.220,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
25/8/2024;2024;Venezuela;Ripley;Apple;Claro;167;77;74;16;56; $ 15,00 ; $ 2.505,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
1/12/2024;2024;Suiza;Ripley;LG;Claro;90;6;65;19;30; $ 15,00 ; $ 1.350,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
11/2/2025;2025;Paraguay;Ripley;Apple;Tuenti;105;6;70;29;35; $ 15,00 ; $ 1.575,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
25/10/2024;2024;Cuba;Ripley;Apple;Tuenti;153;5;69;79;51; $ 15,00 ; $ 2.295,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
25/5/2025;2025;Paraguay;Ripley;LG;Entel;126;13;48;65;42; $ 15,00 ; $ 1.890,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
10/1/2025;2025;España;Ripley;Huawei;Claro;88;17;14;57;29; $ 15,00 ; $ 1.320,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
29/11/2024;2024;Argentina;Ripley;Nokia;Claro;183;38;50;95;61; $ 15,00 ; $ 2.745,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
21/12/2024;2024;Francia;Ripley;LG;Bitel;129;50;54;25;43; $ 15,00 ; $ 1.935,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
14/11/2024;2024;Colombia;Ripley;Nokia;Tuenti;107;46;56;5;36; $ 15,00 ; $ 1.605,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
22/3/2025;2025;Cuba;Ripley;Apple;Tuenti;185;45;91;49;62; $ 15,00 ; $ 2.775,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
22/7/2024;2024;España;Ripley;Samsung;Movistar;176;87;20;69;59; $ 15,00 ; $ 2.640,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
1/4/2025;2025;Dinamarca;Ripley;LG;Movistar;96;76;5;15;32; $ 15,00 ; $ 1.440,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
30/12/2024;2024;Brasil;Ripley;Apple;Claro;51;9;10;32;17; $ 15,00 ; $ 765,00 ; ?;|||;;;;;;;;;;;;;;;;;;;
6/5/2025;2025;Perú;Ripley;Samsung;Movistar;214;63;69;82;71; $ 15,00 ; $ 3.210,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
29/8/2024;2024;Paraguay;Ripley;LG;Bitel;180;66;46;68;60; $ 15,00 ; $ 2.700,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
9/4/2025;2025;Francia;Ripley;Nokia;Movistar;193;57;81;55;64; $ 15,00 ; $ 2.895,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
7/9/2024;2024;Suiza;Ripley;Apple;Claro;195;29;88;78;65; $ 15,00 ; $ 2.925,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
24/8/2024;2024;El Salvador;Ripley;LG;Tuenti;122;58;12;52;41; $ 15,00 ; $ 1.830,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
5/9/2024;2024;Portugal;Ripley;LG;Movistar;220;59;90;71;73; $ 15,00 ; $ 3.300,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
15/4/2025;2025;Argentina;Ripley;Apple;Entel;107;8;53;46;36; $ 15,00 ; $ 1.605,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
3/2/2025;2025;España;Saga Falabella;Huawei;Tuenti;243;88;70;85;81; $ 15,00 ; $ 3.645,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
22/6/2024;2024;Argentina;Saga Falabella;Apple;Claro;85;58;8;19;28; $ 15,00 ; $ 1.275,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
11/4/2025;2025;Colombia;Saga Falabella;Nokia;Entel;166;6;65;95;55; $ 15,00 ; $ 2.490,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
24/10/2024;2024;El Salvador;Saga Falabella;LG;Claro;73;32;7;34;24; $ 15,00 ; $ 1.095,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
29/7/2024;2024;Uruguay;Saga Falabella;Apple;Entel;172;45;72;55;57; $ 15,00 ; $ 2.580,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
3/6/2025;2025;Brasil;Saga Falabella;Apple;Claro;239;60;85;94;80; $ 15,00 ; $ 3.585,00 ; ????;|||||||||||||||||;;;;;;;;;;;;;;;;;;;
20/2/2025;2025;Cuba;Saga Falabella;Huawei;Tuenti;144;34;16;94;48; $ 15,00 ; $ 2.160,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
6/9/2024;2024;Canadá;Saga Falabella;LG;Tuenti;108;72;13;23;36; $ 15,00 ; $ 1.620,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
21/10/2024;2024;Inglaterra;Saga Falabella;Samsung;Tuenti;222;95;65;62;74; $ 15,00 ; $ 3.330,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
23/8/2024;2024;Francia;Saga Falabella;LG;Movistar;81;28;12;41;27; $ 15,00 ; $ 1.215,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
10/7/2024;2024;Paraguay;Saga Falabella;Samsung;Claro;219;88;88;43;73; $ 15,00 ; $ 3.285,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
16/5/2025;2025;Irlanda;Saga Falabella;Samsung;Entel;252;92;66;94;84; $ 15,00 ; $ 3.780,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
18/11/2024;2024;Cuba;Saga Falabella;Samsung;Movistar;163;30;39;94;54; $ 15,00 ; $ 2.445,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
12/5/2025;2025;Colombia;Saga Falabella;Apple;Movistar;155;12;48;95;52; $ 15,00 ; $ 2.325,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
1/2/2025;2025;Brasil;Saga Falabella;Apple;Claro;109;28;22;59;36; $ 15,00 ; $ 1.635,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
6/5/2025;2025;Colombia;Saga Falabella;Nokia;Entel;189;37;89;63;63; $ 15,00 ; $ 2.835,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
4/10/2024;2024;Guatemala;Saga Falabella;Nokia;Claro;47;32;10;5;16; $ 15,00 ; $ 705,00 ; ?;|||;;;;;;;;;;;;;;;;;;;
8/8/2024;2024;Brasil;Saga Falabella;Nokia;Movistar;104;41;44;19;35; $ 15,00 ; $ 1.560,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
8/5/2025;2025;Argentina;Saga Falabella;Samsung;Claro;97;32;56;9;32; $ 15,00 ; $ 1.455,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
21/11/2024;2024;España;Saga Falabella;Huawei;Entel;141;29;72;40;47; $ 15,00 ; $ 2.115,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
25/11/2024;2024;Portugal;Saga Falabella;Samsung;Tuenti;157;9;74;74;52; $ 15,00 ; $ 2.355,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
21/9/2024;2024;Cuba;Saga Falabella;Samsung;Movistar;110;4;51;55;37; $ 15,00 ; $ 1.650,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
25/6/2024;2024;Venezuela;Saga Falabella;Motorola;Claro;93;59;26;8;31; $ 15,00 ; $ 1.395,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
24/7/2024;2024;Jamaica;Saga Falabella;LG;Bitel;71;15;16;40;24; $ 15,00 ; $ 1.065,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
27/3/2025;2025;Inglaterra;Saga Falabella;Samsung;Bitel;78;2;60;16;26; $ 15,00 ; $ 1.170,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
24/3/2025;2025;Francia;Saga Falabella;Samsung;Claro;82;11;67;4;27; $ 15,00 ; $ 1.230,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
16/12/2024;2024;Portugal;Saga Falabella;Samsung;Claro;148;35;63;50;49; $ 15,00 ; $ 2.220,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
25/11/2024;2024;Dinamarca;Saga Falabella;Samsung;Claro;226;89;42;95;75; $ 15,00 ; $ 3.390,00 ; ????;||||||||||||||||;;;;;;;;;;;;;;;;;;;
11/12/2024;2024;Chile;Saga Falabella;LG;Tuenti;207;86;55;66;69; $ 15,00 ; $ 3.105,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
13/7/2024;2024;Guatemala;Saga Falabella;LG;Movistar;136;8;33;95;45; $ 15,00 ; $ 2.040,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
15/5/2025;2025;Portugal;Saga Falabella;Huawei;Movistar;125;46;56;23;42; $ 15,00 ; $ 1.875,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
25/5/2025;2025;Cuba;Saga Falabella;Nokia;Movistar;103;22;4;77;34; $ 15,00 ; $ 1.545,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
18/2/2025;2025;Dinamarca;Saga Falabella;Apple;Entel;123;13;29;81;41; $ 15,00 ; $ 1.845,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
22/8/2024;2024;Inglaterra;Saga Falabella;LG;Tuenti;118;20;93;5;39; $ 15,00 ; $ 1.770,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
10/5/2025;2025;España;Saga Falabella;LG;Movistar;95;17;5;73;32; $ 15,00 ; $ 1.425,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
3/1/2025;2025;Brasil;Saga Falabella;Huawei;Bitel;122;60;18;44;41; $ 15,00 ; $ 1.830,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
16/4/2025;2025;Jamaica;Saga Falabella;Samsung;Tuenti;171;66;33;72;57; $ 15,00 ; $ 2.565,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
30/9/2024;2024;Argentina;Saga Falabella;Apple;Claro;203;75;65;63;68; $ 15,00 ; $ 3.045,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
3/2/2025;2025;Cuba;Saga Falabella;Samsung;Movistar;109;53;43;13;36; $ 15,00 ; $ 1.635,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
12/2/2025;2025;Estados Unidos;Saga Falabella;LG;Tuenti;116;15;81;20;39; $ 15,00 ; $ 1.740,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
10/6/2024;2024;Francia;Saga Falabella;Motorola;Bitel;65;30;25;10;22; $ 15,00 ; $ 975,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
21/2/2025;2025;Brasil;Saga Falabella;LG;Movistar;140;54;49;37;47; $ 15,00 ; $ 2.100,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
16/7/2024;2024;Jamaica;Saga Falabella;Samsung;Claro;188;58;38;92;63; $ 15,00 ; $ 2.820,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
7/3/2025;2025;México;Saga Falabella;Motorola;Entel;153;22;56;75;51; $ 15,00 ; $ 2.295,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
28/6/2024;2024;Bolivia;Saga Falabella;Samsung;Claro;152;6;59;87;51; $ 15,00 ; $ 2.280,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
7/5/2025;2025;España;Saga Falabella;Huawei;Claro;156;40;73;43;52; $ 15,00 ; $ 2.340,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
5/11/2024;2024;Canadá;Saga Falabella;Apple;Claro;26;2;11;13;9; $ 15,00 ; $ 390,00 ; ?;|;;;;;;;;;;;;;;;;;;;
22/7/2024;2024;España;Saga Falabella;LG;Bitel;139;13;68;58;46; $ 15,00 ; $ 2.085,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
10/4/2025;2025;Cuba;Tottus;Samsung;Tuenti;123;41;23;59;41; $ 15,00 ; $ 1.845,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
3/9/2024;2024;Colombia;Tottus;Samsung;Movistar;164;39;32;93;55; $ 15,00 ; $ 2.460,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
8/10/2024;2024;Irlanda;Tottus;LG;Movistar;91;24;49;18;30; $ 15,00 ; $ 1.365,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
18/5/2025;2025;Alemania;Tottus;LG;Entel;111;1;23;87;37; $ 15,00 ; $ 1.665,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
1/10/2024;2024;Argentina;Tottus;Apple;Bitel;168;3;87;78;56; $ 15,00 ; $ 2.520,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
3/3/2025;2025;Paraguay;Tottus;Samsung;Entel;108;26;49;33;36; $ 15,00 ; $ 1.620,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
11/3/2025;2025;Guatemala;Tottus;Samsung;Entel;142;60;77;5;47; $ 15,00 ; $ 2.130,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
20/9/2024;2024;Chile;Tottus;Apple;Movistar;26;12;10;4;9; $ 15,00 ; $ 390,00 ; ?;|;;;;;;;;;;;;;;;;;;;
31/3/2025;2025;Argentina;Tottus;Huawei;Movistar;207;76;36;95;69; $ 15,00 ; $ 3.105,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
25/6/2024;2024;Cuba;Tottus;Apple;Movistar;130;62;17;51;43; $ 15,00 ; $ 1.950,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
14/6/2024;2024;Brasil;Tottus;Nokia;Entel;54;48;2;4;18; $ 15,00 ; $ 810,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
30/6/2024;2024;Jamaica;Tottus;Motorola;Movistar;183;52;47;84;61; $ 15,00 ; $ 2.745,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
29/3/2025;2025;Inglaterra;Tottus;LG;Tuenti;248;91;83;74;83; $ 15,00 ; $ 3.720,00 ; ????;||||||||||||||||||;;;;;;;;;;;;;;;;;;;
28/4/2025;2025;España;Tottus;Motorola;Bitel;78;24;36;18;26; $ 15,00 ; $ 1.170,00 ; ?;|||||;;;;;;;;;;;;;;;;;;;
2/4/2025;2025;Paraguay;Tottus;Huawei;Claro;47;2;5;40;16; $ 15,00 ; $ 705,00 ; ?;|||;;;;;;;;;;;;;;;;;;;
31/8/2024;2024;Brasil;Tottus;LG;Movistar;115;31;50;34;38; $ 15,00 ; $ 1.725,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
14/2/2025;2025;España;Tottus;LG;Entel;136;45;36;55;45; $ 15,00 ; $ 2.040,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
16/2/2025;2025;Perú;Tottus;LG;Entel;190;17;84;89;63; $ 15,00 ; $ 2.850,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
15/8/2024;2024;Jamaica;Tottus;LG;Claro;92;13;62;17;31; $ 15,00 ; $ 1.380,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
31/8/2024;2024;Estados Unidos;Tottus;Motorola;Bitel;114;69;25;20;38; $ 15,00 ; $ 1.710,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
3/7/2024;2024;Chile;Tottus;Motorola;Tuenti;119;26;32;61;40; $ 15,00 ; $ 1.785,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
12/12/2024;2024;Dinamarca;Tottus;Apple;Entel;63;7;53;3;21; $ 15,00 ; $ 945,00 ; ?;||||;;;;;;;;;;;;;;;;;;;
20/2/2025;2025;Uruguay;Tottus;Huawei;Bitel;107;57;17;33;36; $ 15,00 ; $ 1.605,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
25/8/2024;2024;Guatemala;Tottus;Samsung;Tuenti;185;83;66;36;62; $ 15,00 ; $ 2.775,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
10/7/2024;2024;Canadá;Tottus;Nokia;Entel;191;95;39;57;64; $ 15,00 ; $ 2.865,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
27/6/2024;2024;Alemania;Tottus;Apple;Tuenti;198;93;44;61;66; $ 15,00 ; $ 2.970,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
12/1/2025;2025;El Salvador;Tottus;Samsung;Tuenti;180;80;77;23;60; $ 15,00 ; $ 2.700,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
30/3/2025;2025;España;Tottus;Samsung;Movistar;27;6;2;19;9; $ 15,00 ; $ 405,00 ; ?;||;;;;;;;;;;;;;;;;;;;
17/2/2025;2025;Colombia;Tottus;Apple;Entel;193;32;76;85;64; $ 15,00 ; $ 2.895,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
7/11/2024;2024;Bolivia;Tottus;Samsung;Movistar;151;94;8;49;50; $ 15,00 ; $ 2.265,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
24/4/2025;2025;Francia;Tottus;Samsung;Tuenti;208;41;81;86;69; $ 15,00 ; $ 3.120,00 ; ????;|||||||||||||||;;;;;;;;;;;;;;;;;;;
1/1/2025;2025;Uruguay;Tottus;Samsung;Claro;110;31;54;25;37; $ 15,00 ; $ 1.650,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
5/9/2024;2024;Irlanda;Tottus;LG;Tuenti;154;37;62;55;51; $ 15,00 ; $ 2.310,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
2/6/2025;2025;Irlanda;Tottus;Nokia;Claro;175;81;38;56;58; $ 15,00 ; $ 2.625,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
25/8/2024;2024;Suiza;Tottus;LG;Tuenti;133;3;51;79;44; $ 15,00 ; $ 1.995,00 ; ?;|||||||||;;;;;;;;;;;;;;;;;;;
10/8/2024;2024;Argentina;Tottus;Huawei;Movistar;160;81;73;6;53; $ 15,00 ; $ 2.400,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
27/7/2024;2024;Dinamarca;Tottus;Motorola;Entel;150;69;36;45;50; $ 15,00 ; $ 2.250,00 ; ????;|||||||||||;;;;;;;;;;;;;;;;;;;
6/8/2024;2024;Cuba;Tottus;Samsung;Bitel;163;82;52;29;54; $ 15,00 ; $ 2.445,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
25/5/2025;2025;Venezuela;Tottus;Huawei;Entel;166;82;42;42;55; $ 15,00 ; $ 2.490,00 ; ????;||||||||||||;;;;;;;;;;;;;;;;;;;
15/3/2025;2025;Cuba;Tottus;Samsung;Bitel;117;43;34;40;39; $ 15,00 ; $ 1.755,00 ; ?;||||||||;;;;;;;;;;;;;;;;;;;
11/9/2024;2024;Dinamarca;Tottus;Motorola;Movistar;135;4;43;88;45; $ 15,00 ; $ 2.025,00 ; ????;||||||||||;;;;;;;;;;;;;;;;;;;
26/7/2024;2024;Venezuela;Tottus;Apple;Bitel;86;6;9;71;29; $ 15,00 ; $ 1.290,00 ; ?;||||||;;;;;;;;;;;;;;;;;;;
24/4/2025;2025;Perú;Tottus;LG;Claro;101;26;45;30;34; $ 15,00 ; $ 1.515,00 ; ?;|||||||;;;;;;;;;;;;;;;;;;;
29/12/2024;2024;Dinamarca;Tottus;LG;Bitel;179;67;59;53;60; $ 15,00 ; $ 2.685,00 ; ????;|||||||||||||;;;;;;;;;;;;;;;;;;;
28/4/2025;2025;México;Tottus;Huawei;Claro;187;62;90;35;62; $ 15,00 ; $ 2.805,00 ; ????;||||||||||||||;;;;;;;;;;;;;;;;;;;
